Payment_type,Credit_type,Invoice_amount,Customer_visit,Customer_Saisfaction
GPay,NPL,185210,8,9
COD,Offerings,69082,7,9
GPay,Offerings,127569,8,7
COD,Contract,53944,6,6
GPay,NPL,85276,3,9
GPay,NPL,59793,8,9
GPay,Offerings,132328,8,8
GPay,Offerings,190233,3,8
COD,Contract,111837,5,6
COD,NPL,168861,4,9
COD,Offerings,109944,3,6
COD,Offerings,127537,3,9
Cash,Contract,112641,3,9
Cash,Offerings,96911,8,6
Cash,Offerings,197563,3,7
Cash,Contract,91891,9,6
COD,Offerings,161114,5,8
Cash,NPL,117447,9,6
Cash,Contract,122770,8,7
GPay,Contract,81023,5,7
COD,Offerings,141555,8,8
COD,NPL,183104,6,7
Cash,Offerings,123331,4,7
COD,Contract,153097,5,9
COD,Contract,160841,10,8
COD,NPL,152578,3,6
COD,Offerings,94224,6,6
GPay,Offerings,196599,9,8
GPay,Offerings,52237,8,8
Cash,Contract,59001,6,9
COD,Contract,167443,3,8
COD,Offerings,134189,7,8
COD,NPL,101884,10,9
COD,Offerings,89931,7,9
COD,Contract,192085,5,8
Cash,Offerings,79466,4,8
GPay,NPL,150663,3,9
Cash,NPL,183668,7,8
GPay,Contract,171017,6,6
Cash,Contract,141260,6,7
Cash,Offerings,77606,7,9
COD,Contract,71603,8,6
Cash,Offerings,116534,10,7
COD,Contract,136565,3,7
Cash,Contract,174815,4,6
COD,NPL,53867,8,8
Cash,Contract,161143,7,8
COD,NPL,157227,5,8
GPay,NPL,168832,10,8
GPay,NPL,123246,5,6
COD,NPL,169423,10,8
GPay,Offerings,162135,3,8
GPay,NPL,87594,9,6
Cash,Contract,149853,5,9
GPay,Offerings,109328,8,6
GPay,Offerings,59647,8,9
Cash,Contract,98800,9,6
Cash,Offerings,146769,10,9
GPay,Contract,158401,8,9
Cash,Offerings,88770,9,9
Cash,NPL,153411,10,7
GPay,Offerings,59032,4,7
Cash,NPL,99993,9,9
COD,NPL,54197,6,7
GPay,Offerings,161853,3,9
Cash,Contract,199168,7,8
GPay,Offerings,190934,10,9
COD,Offerings,190749,6,6
GPay,Contract,159782,7,8
Cash,Offerings,190302,3,9
GPay,NPL,194625,5,9
COD,Contract,110617,6,8
Cash,NPL,124847,6,9
COD,Offerings,79869,6,8
Cash,NPL,51136,6,7
GPay,NPL,95180,4,6
Cash,Offerings,177056,3,8
GPay,NPL,111362,5,9
Cash,Contract,103096,10,7
Cash,Contract,120574,8,8
Cash,Offerings,150841,7,9
Cash,Offerings,164839,9,7
Cash,Offerings,107437,4,9
GPay,NPL,78614,10,7
Cash,Offerings,177022,6,7
COD,NPL,100442,3,7
GPay,Contract,113485,7,6
GPay,Offerings,99104,4,7
COD,NPL,106127,7,7
Cash,NPL,77793,3,6
COD,NPL,154123,6,8
Cash,Offerings,127402,6,8
COD,Contract,53555,3,9
COD,Offerings,112357,6,8
GPay,Contract,54631,3,9
Cash,Offerings,178537,9,8
COD,Contract,153890,5,8
COD,NPL,146834,6,9
COD,Offerings,85913,3,6
COD,Offerings,192144,7,7
COD,NPL,155023,6,6
Cash,NPL,65630,8,9
COD,NPL,98712,9,8
Cash,Contract,154933,5,7
GPay,Offerings,127382,4,8
COD,Contract,131080,6,8
Cash,Contract,70862,6,8
COD,Offerings,180424,3,6
COD,Contract,191570,8,9
Cash,Offerings,168628,8,8
Cash,Contract,149461,7,8
COD,NPL,107451,4,8
Cash,Contract,105127,8,9
GPay,Offerings,55467,10,6
GPay,NPL,58508,8,8
Cash,NPL,150682,8,8
COD,Contract,119439,6,9
GPay,NPL,96040,6,8
COD,Offerings,122481,6,9
Cash,Offerings,104760,4,7
Cash,Contract,125549,7,9
GPay,NPL,131371,5,8
COD,Contract,157962,4,6
GPay,NPL,113001,6,7
COD,Contract,176791,6,6
GPay,Contract,186777,6,9
Cash,NPL,67743,9,8
COD,Contract,194724,3,8
COD,Contract,184417,7,8
GPay,Contract,76601,7,8
GPay,Offerings,67711,3,7
Cash,Contract,136356,3,9
GPay,Contract,69534,4,7
Cash,Contract,108915,10,8
GPay,Contract,72432,10,9
COD,Offerings,95101,3,6
Cash,NPL,97874,6,9
Cash,Offerings,172361,5,6
COD,NPL,73579,3,6
Cash,NPL,94575,10,8
GPay,Contract,170084,3,9
COD,Contract,115887,7,8
GPay,NPL,76009,7,7
COD,NPL,174212,3,9
COD,Contract,63301,9,8
COD,Offerings,161184,4,6
COD,NPL,183723,10,7
COD,NPL,170302,9,6
GPay,Contract,161374,5,7
COD,Offerings,180763,9,7
Cash,Contract,133826,3,9
Cash,Offerings,165883,5,6
GPay,Contract,142043,7,7
COD,NPL,68941,6,6
Cash,Offerings,74367,9,6
Cash,NPL,160440,9,7
Cash,Offerings,159244,9,7
GPay,Offerings,131228,7,7
Cash,Offerings,156558,10,7
Cash,NPL,65181,10,7
GPay,Offerings,174054,6,8
Cash,Offerings,94173,5,9
GPay,Contract,118404,6,6
GPay,Contract,50736,3,8
GPay,NPL,122013,7,7
GPay,Contract,137425,10,9
Cash,Offerings,132154,4,8
COD,NPL,119583,10,6
COD,Contract,181540,6,6
GPay,Contract,58180,6,8
GPay,NPL,136949,5,7
GPay,NPL,78351,4,9
Cash,Offerings,101685,4,8
GPay,NPL,183259,8,6
COD,Offerings,129947,4,8
GPay,Contract,116212,8,9
Cash,Offerings,145187,8,8
GPay,Offerings,183759,6,9
COD,Contract,125327,8,7
GPay,Offerings,188544,10,6
COD,NPL,91159,6,7
Cash,Offerings,122870,8,7
Cash,Offerings,116231,9,9
GPay,Contract,71833,8,9
GPay,Offerings,133103,7,7
Cash,Contract,141860,7,8
COD,NPL,139583,4,7
GPay,Offerings,177213,4,9
COD,Contract,104500,8,6
COD,Offerings,196213,8,8
COD,NPL,54179,4,7
GPay,Contract,175485,4,6
Cash,Contract,164704,3,7
Cash,Contract,176319,10,7
COD,NPL,89252,7,8
GPay,NPL,69192,9,8
GPay,NPL,147183,8,8
COD,NPL,51491,6,7
Cash,NPL,165899,7,6
GPay,Offerings,113926,9,7
Cash,Contract,76461,7,7
COD,Offerings,99768,3,9
COD,Contract,172773,10,7
COD,Offerings,80879,5,6
COD,Offerings,99281,8,9
COD,Offerings,113601,4,9
GPay,Offerings,139487,4,8
Cash,Contract,72575,5,6
GPay,Offerings,115346,6,6
Cash,NPL,181614,7,6
COD,Offerings,119724,3,8
COD,Offerings,167034,8,8
COD,NPL,144773,7,8
Cash,NPL,96243,3,9
COD,NPL,188085,7,9
GPay,Offerings,159958,10,6
COD,Offerings,174519,7,9
GPay,NPL,76033,3,6
GPay,Contract,67268,5,7
COD,Offerings,176263,3,8
COD,Contract,166016,10,8
COD,NPL,135248,3,7
GPay,NPL,166693,5,6
COD,Offerings,176713,5,8
COD,NPL,142474,4,6
COD,Contract,146647,4,9
Cash,NPL,169359,3,8
Cash,Offerings,105048,8,7
GPay,Offerings,167848,9,7
COD,NPL,194937,5,8
GPay,Contract,94572,9,9
GPay,Offerings,83694,5,9
GPay,NPL,113862,8,6
Cash,Contract,63469,4,6
COD,Contract,113345,10,9
COD,Offerings,103696,5,9
COD,NPL,105295,9,6
GPay,Offerings,95652,4,7
Cash,Contract,133108,9,9
GPay,NPL,90292,4,7
GPay,Contract,77131,8,6
Cash,Contract,52196,3,7
GPay,Offerings,150941,3,6
COD,Offerings,177532,4,6
COD,NPL,169735,5,7
GPay,Offerings,127915,9,6
GPay,Offerings,184056,7,6
COD,Offerings,61019,4,9
GPay,Contract,143931,8,9
COD,NPL,65454,6,8
GPay,Offerings,131385,9,7
COD,Offerings,194266,9,6
Cash,NPL,76150,6,6
GPay,Offerings,188007,6,9
COD,Contract,88400,4,8
GPay,Offerings,151198,7,7
Cash,Contract,150491,3,7
Cash,Contract,183423,3,7
Cash,Offerings,80041,4,6
Cash,NPL,169389,9,9
COD,Offerings,139375,10,7
GPay,Contract,171506,9,7
COD,NPL,96617,8,8
Cash,Offerings,136823,7,7
COD,Offerings,179276,4,8
Cash,Offerings,129632,6,7
Cash,NPL,163721,5,7
GPay,NPL,122382,9,7
GPay,Contract,101742,7,7
Cash,NPL,123991,9,6
COD,Contract,193800,6,9
Cash,Contract,108060,8,9
Cash,Contract,103325,5,7
GPay,Contract,186860,5,7
COD,NPL,123026,4,7
GPay,NPL,193127,10,6
GPay,NPL,162864,6,7
Cash,NPL,70783,4,7
GPay,Contract,156483,7,9
COD,Contract,112538,5,6
Cash,NPL,79335,7,6
COD,Contract,115395,9,6
Cash,NPL,105044,6,9
COD,Contract,98702,9,6
GPay,Offerings,184490,9,9
COD,Offerings,70961,7,7
COD,Contract,127287,6,6
GPay,Offerings,178075,7,8
Cash,Offerings,73997,4,8
Cash,Offerings,90346,4,6
GPay,NPL,153381,5,6
GPay,Contract,137672,3,9
GPay,Offerings,123780,9,7
GPay,NPL,130076,9,7
GPay,Offerings,179179,4,9
Cash,NPL,90877,7,7
COD,NPL,85748,8,8
COD,Offerings,115840,10,7
GPay,NPL,116501,5,9
COD,NPL,131163,7,7
GPay,Offerings,187065,7,9
COD,Contract,139998,9,6
Cash,Contract,137908,10,9
COD,Offerings,186682,4,7
GPay,Offerings,65420,6,7
Cash,NPL,167765,6,7
GPay,NPL,74347,8,8
Cash,Contract,136227,5,8
Cash,Offerings,138169,9,7
GPay,Offerings,124492,7,6
GPay,Offerings,60018,6,7
Cash,Contract,142436,6,8
COD,NPL,74080,7,9
GPay,Contract,60061,8,8
GPay,NPL,140618,3,6
COD,NPL,124255,10,7
Cash,NPL,54388,5,9
COD,Contract,102212,6,7
Cash,Offerings,94794,10,9
Cash,Contract,114763,8,6
Cash,Offerings,91537,6,9
COD,Offerings,172468,3,8
COD,NPL,50277,3,9
GPay,NPL,184112,6,8
COD,Contract,134714,7,7
COD,NPL,87781,5,6
COD,Offerings,181800,5,6
GPay,NPL,130481,3,9
COD,NPL,79037,5,6
COD,Offerings,138238,6,8
GPay,NPL,168648,8,7
Cash,Contract,52302,10,8
GPay,Offerings,86844,6,6
GPay,Contract,150116,4,6
GPay,NPL,82790,10,9
Cash,NPL,177228,5,7
Cash,Offerings,90450,9,8
GPay,Contract,181901,7,6
Cash,NPL,118148,4,8
COD,NPL,193100,4,9
Cash,Contract,68023,10,8
GPay,NPL,50326,9,8
Cash,Contract,116371,5,6
COD,Contract,150280,5,7
COD,Contract,53536,5,8
GPay,Offerings,145190,4,9
GPay,Contract,86162,9,9
GPay,Offerings,85793,3,7
GPay,NPL,69666,5,8
Cash,Contract,130640,7,7
GPay,Contract,81005,4,7
GPay,Contract,67043,10,9
COD,NPL,54340,8,6
GPay,Offerings,82784,8,9
GPay,Contract,183281,8,8
GPay,Offerings,144266,8,9
Cash,Contract,92100,9,6
COD,Offerings,197286,6,8
COD,Contract,117614,8,8
GPay,Contract,121685,10,8
Cash,Contract,198249,10,9
Cash,Contract,193086,9,6
GPay,NPL,119453,6,8
Cash,Offerings,109978,3,9
GPay,NPL,67594,8,6
Cash,NPL,56977,10,9
Cash,Offerings,96504,9,7
GPay,NPL,79395,9,9
Cash,NPL,197565,8,7
GPay,Contract,177814,4,8
GPay,Offerings,167838,7,6
Cash,Contract,165864,9,6
Cash,Contract,161473,5,7
Cash,Offerings,122109,3,7
GPay,Contract,164002,6,8
GPay,Offerings,181718,4,9
GPay,Offerings,191355,10,7
GPay,Contract,195327,5,9
Cash,Contract,56815,4,9
Cash,Offerings,199252,6,9
GPay,Contract,188360,5,9
COD,NPL,148401,4,9
GPay,Offerings,143310,5,9
Cash,Contract,179305,4,8
COD,NPL,83949,9,8
COD,Contract,82875,6,6
GPay,Offerings,54665,6,7
GPay,NPL,152757,4,9
COD,Offerings,149802,5,9
Cash,Offerings,111901,6,8
GPay,Contract,104443,5,6
COD,NPL,91279,9,8
COD,Offerings,103407,4,9
GPay,NPL,117820,8,8
GPay,Offerings,129699,3,6
Cash,Contract,51937,4,9
Cash,NPL,112809,6,7
GPay,Contract,134748,3,6
GPay,Contract,126976,8,9
Cash,Contract,135240,6,6
Cash,NPL,124619,10,6
COD,Contract,150444,9,8
Cash,NPL,80933,6,7
GPay,Offerings,163520,8,9
GPay,Offerings,147124,3,9
COD,Offerings,53269,3,7
COD,NPL,167971,7,6
Cash,Offerings,88858,7,8
GPay,NPL,175731,5,6
Cash,Contract,159049,6,9
GPay,Contract,109097,3,7
GPay,Contract,66898,9,9
GPay,Contract,156484,8,9
GPay,Contract,109456,7,9
COD,NPL,129673,7,8
Cash,Contract,186351,7,6
COD,Contract,196251,6,8
Cash,Offerings,70738,10,7
COD,Contract,165413,3,9
COD,Contract,110609,10,6
GPay,Contract,183728,4,7
COD,Contract,74958,3,8
Cash,Contract,78693,5,9
Cash,Contract,100525,7,7
COD,Contract,167337,7,7
COD,Offerings,73022,7,8
Cash,Offerings,187514,3,9
GPay,NPL,75525,6,6
Cash,NPL,83745,3,8
COD,Contract,60463,7,7
GPay,Contract,60900,8,7
Cash,Contract,143468,4,6
Cash,NPL,115618,8,7
GPay,Offerings,199746,8,6
COD,Offerings,112623,5,8
GPay,Contract,167985,4,7
COD,Contract,156340,3,9
Cash,Contract,178080,3,9
GPay,Offerings,183982,10,8
COD,Contract,78412,8,9
Cash,NPL,64292,9,9
GPay,NPL,175367,3,7
Cash,Offerings,180052,3,8
GPay,Contract,119052,8,6
GPay,Offerings,175342,10,6
GPay,Offerings,79117,8,6
GPay,Contract,91479,4,6
COD,NPL,95065,10,8
COD,NPL,113688,8,7
Cash,Contract,97613,7,8
GPay,Offerings,175510,3,8
Cash,Offerings,110535,10,6
COD,Contract,197585,9,7
COD,NPL,125509,3,7
Cash,Contract,159680,10,9
GPay,Contract,60313,5,6
COD,Contract,126153,4,7
GPay,Offerings,187153,3,6
COD,Offerings,112833,4,9
COD,NPL,92311,9,8
Cash,Offerings,118761,4,8
Cash,Contract,186087,7,6
Cash,Offerings,118663,4,9
Cash,NPL,154190,8,6
COD,Offerings,52584,4,8
GPay,Offerings,59871,8,8
Cash,NPL,182109,9,7
COD,Offerings,125235,4,9
Cash,NPL,169541,4,6
GPay,Offerings,55017,3,6
COD,Contract,57951,9,8
GPay,NPL,63304,7,6
Cash,NPL,100053,8,9
Cash,Offerings,124088,3,6
Cash,Offerings,79014,9,8
COD,Contract,126968,10,9
Cash,NPL,128699,10,7
Cash,NPL,109315,8,8
Cash,Offerings,79824,8,9
Cash,Offerings,195629,6,9
GPay,NPL,102083,5,6
GPay,Contract,175741,10,8
COD,Offerings,193089,8,8
GPay,Offerings,127065,5,8
COD,NPL,126266,4,8
COD,Contract,150574,10,8
Cash,NPL,177452,6,7
GPay,Offerings,192003,8,7
COD,Offerings,142845,9,6
GPay,Contract,190056,9,8
GPay,Offerings,108124,5,8
Cash,Offerings,199677,8,8
Cash,NPL,176526,5,7
COD,NPL,162737,10,7
Cash,Offerings,179412,6,8
GPay,NPL,162986,10,8
COD,NPL,125021,10,6
Cash,NPL,71488,8,9
GPay,Contract,84600,10,7
COD,Offerings,146444,7,9
GPay,NPL,53424,10,7
GPay,Contract,52974,10,6
COD,NPL,74651,9,7
GPay,NPL,77372,9,6
COD,Contract,93330,9,7
COD,Offerings,168891,4,8
GPay,Contract,148593,10,8
Cash,NPL,55435,5,6
GPay,NPL,68562,7,9
GPay,Contract,176790,4,9
COD,NPL,62646,4,7
COD,Contract,123776,9,6
GPay,Contract,76038,6,8
COD,Contract,129493,5,8
GPay,Offerings,196019,6,9
GPay,Offerings,91324,7,6
Cash,Offerings,194782,9,8
COD,Offerings,50314,5,8
GPay,Offerings,65516,10,8
Cash,NPL,193546,8,7
Cash,Offerings,91158,8,9
GPay,Contract,170887,9,9
Cash,Offerings,154156,4,7
COD,Contract,79899,5,6
Cash,Contract,87926,10,7
COD,Offerings,70262,9,9
COD,Offerings,162892,9,6
GPay,Contract,128135,9,9
GPay,Contract,138036,7,9
GPay,NPL,167747,5,6
COD,Offerings,180795,10,6
GPay,Contract,75642,8,9
COD,NPL,66794,6,6
COD,NPL,160146,10,9
COD,Offerings,80890,9,9
GPay,NPL,173915,3,8
GPay,Offerings,127152,5,7
COD,Offerings,168952,4,9
Cash,Offerings,147507,3,7
Cash,NPL,64622,4,7
COD,Contract,132542,6,8
GPay,Offerings,185242,9,9
COD,NPL,159775,9,6
Cash,Contract,166759,3,8
GPay,Contract,177991,10,6
GPay,Contract,143119,5,7
COD,Contract,114766,8,6
GPay,Offerings,78932,4,8
COD,NPL,176547,3,8
Cash,NPL,100374,5,6
COD,Contract,166614,8,7
COD,Offerings,93830,4,8
Cash,Offerings,147028,8,9
Cash,Contract,198066,6,9
Cash,NPL,75218,5,9
GPay,Contract,116235,4,6
COD,Contract,67910,4,6
Cash,Offerings,155552,3,9
COD,Contract,92223,3,8
COD,Contract,67049,4,8
Cash,Contract,85952,8,7
COD,Contract,125835,4,8
Cash,Offerings,149976,8,7
GPay,NPL,177939,3,7
Cash,Offerings,129071,7,8
Cash,Contract,118793,3,8
GPay,Offerings,107273,5,6
Cash,NPL,172530,5,6
Cash,NPL,159843,10,7
COD,NPL,86892,7,6
COD,NPL,158934,3,7
COD,NPL,87131,10,8
COD,NPL,147072,4,9
Cash,NPL,177507,3,6
GPay,Contract,127200,4,8
GPay,Offerings,174954,4,7
Cash,Contract,79573,5,8
Cash,Offerings,107290,9,8
Cash,Contract,127515,6,7
GPay,Contract,198633,3,6
Cash,Contract,199082,5,6
Cash,Contract,165041,10,7
Cash,NPL,158543,5,8
Cash,Contract,126783,5,8
Cash,Offerings,50349,9,9
GPay,NPL,59354,8,7
GPay,Contract,63636,5,6
Cash,Offerings,121848,8,7
Cash,Contract,175556,10,8
GPay,NPL,195409,9,7
Cash,Contract,167477,8,9
GPay,NPL,148906,7,8
GPay,NPL,150249,10,8
GPay,NPL,106203,9,8
COD,NPL,72344,4,8
COD,NPL,153979,3,9
GPay,Offerings,175215,3,7
Cash,Offerings,173368,4,7
Cash,Offerings,124189,5,8
GPay,Contract,126389,9,7
COD,Offerings,163020,8,9
Cash,NPL,114584,9,7
COD,NPL,184963,3,8
COD,Contract,167094,6,6
COD,Offerings,56288,5,7
Cash,Offerings,143957,7,6
Cash,Contract,182731,5,6
Cash,Contract,68543,3,7
GPay,Offerings,114471,3,7
GPay,NPL,167765,4,7
COD,Offerings,80723,9,8
GPay,Contract,81295,9,9
GPay,Offerings,178175,8,8
Cash,Offerings,97743,6,6
GPay,NPL,94084,9,9
Cash,NPL,167121,5,6
Cash,Offerings,165924,6,9
Cash,Offerings,142595,3,7
GPay,Contract,167492,9,8
GPay,Offerings,153336,3,7
COD,Contract,187550,10,7
Cash,Contract,67991,8,8
GPay,Offerings,163874,7,7
COD,Offerings,179913,8,6
GPay,Offerings,55740,5,6
COD,Offerings,132360,4,7
Cash,NPL,123169,7,7
Cash,Offerings,167582,6,9
Cash,NPL,184796,7,9
COD,Offerings,64458,10,6
COD,Offerings,184764,10,9
GPay,Offerings,157808,7,6
GPay,Contract,54471,9,8
COD,Contract,178611,6,7
Cash,NPL,145008,4,9
Cash,NPL,54288,7,8
Cash,Contract,126312,4,6
GPay,NPL,57506,3,7
Cash,NPL,151975,5,7
COD,NPL,162960,7,9
COD,NPL,159065,10,9
GPay,Contract,91018,4,6
COD,Offerings,91319,9,6
Cash,Offerings,184107,6,7
Cash,Offerings,102250,4,6
GPay,Contract,135907,8,9
Cash,NPL,178505,9,6
GPay,Contract,176264,10,7
GPay,Contract,54405,9,6
COD,Contract,191110,4,7
COD,Contract,115620,5,7
GPay,Offerings,180855,10,9
COD,NPL,87832,5,9
COD,Contract,138352,10,7
Cash,Offerings,169725,5,6
COD,Contract,135813,7,9
Cash,Offerings,199280,9,7
GPay,Offerings,87591,7,7
COD,Offerings,127985,4,9
Cash,Contract,119325,9,7
Cash,NPL,82662,10,7
Cash,Contract,67995,5,8
COD,Offerings,50568,9,7
GPay,Contract,171192,10,9
GPay,Offerings,89773,10,6
Cash,Offerings,191717,8,8
GPay,Contract,94892,5,7
COD,Contract,186682,5,7
GPay,Offerings,123157,7,6
GPay,Offerings,197937,10,8
GPay,Contract,88939,10,6
COD,Offerings,80717,9,9
Cash,Contract,163994,8,6
GPay,Contract,141887,5,9
COD,Offerings,108401,5,9
GPay,Contract,60067,10,9
GPay,NPL,177075,8,9
Cash,Offerings,143033,6,8
GPay,Offerings,72145,7,8
Cash,Offerings,112521,7,6
Cash,Contract,71980,6,8
COD,Offerings,128946,10,7
GPay,Contract,141603,8,6
COD,Offerings,94437,9,7
Cash,Offerings,178943,4,8
GPay,Offerings,53435,9,9
GPay,Offerings,84550,9,7
Cash,NPL,129216,10,6
GPay,Offerings,74442,10,7
GPay,Offerings,64244,4,9
GPay,NPL,145536,8,7
GPay,Contract,91581,4,6
Cash,Contract,80417,7,8
Cash,NPL,125294,3,8
GPay,Offerings,171958,5,7
GPay,Offerings,171320,4,9
Cash,Contract,112242,6,8
COD,Offerings,179281,7,6
COD,Offerings,125430,3,9
COD,NPL,97861,7,9
COD,Contract,71812,4,7
COD,Offerings,55444,4,8
GPay,Offerings,176134,6,7
Cash,Offerings,157909,7,6
COD,Offerings,148294,10,8
COD,NPL,93374,7,6
GPay,Contract,187652,10,7
Cash,Offerings,107413,4,7
Cash,NPL,58749,4,6
GPay,NPL,110345,4,8
COD,NPL,189561,8,9
GPay,Offerings,57516,3,6
GPay,NPL,124888,7,9
Cash,Offerings,149569,7,6
COD,Offerings,178386,10,9
Cash,NPL,128692,9,8
GPay,NPL,51094,6,9
COD,Contract,64199,6,6
GPay,NPL,50572,5,6
GPay,Offerings,69396,4,8
COD,Offerings,164213,3,7
Cash,Contract,136165,6,7
GPay,NPL,110589,9,6
GPay,Contract,65624,10,8
GPay,Contract,88770,7,8
Cash,Offerings,161102,9,8
GPay,NPL,74147,5,8
Cash,Contract,185693,4,6
Cash,Contract,98042,10,6
GPay,Offerings,100360,10,6
GPay,Contract,135021,3,8
GPay,Offerings,104996,7,8
COD,Offerings,65014,8,9
Cash,Offerings,180149,3,6
GPay,Offerings,131083,7,6
GPay,NPL,183712,9,7
COD,NPL,71596,8,7
COD,Contract,120066,8,9
COD,Offerings,90311,4,9
COD,NPL,89439,3,7
COD,Contract,85352,4,8
COD,NPL,65871,7,8
Cash,Contract,129318,10,6
GPay,Offerings,125273,8,9
Cash,Contract,131485,3,6
GPay,Contract,67085,9,9
COD,NPL,95974,7,7
GPay,Contract,116584,10,7
GPay,Contract,144239,6,9
COD,Offerings,95237,7,7
GPay,Offerings,186172,8,9
COD,Contract,180280,4,8
Cash,NPL,127690,3,6
GPay,NPL,118925,10,9
Cash,NPL,147857,9,8
Cash,Offerings,92387,6,9
COD,NPL,146196,7,9
GPay,Offerings,164720,4,6
GPay,Offerings,170279,10,6
Cash,Contract,102722,9,8
Cash,Offerings,89826,4,6
COD,NPL,110051,4,8
COD,Contract,69793,8,8
GPay,Offerings,158926,9,9
GPay,NPL,61930,9,8
Cash,Contract,157382,9,8
Cash,Contract,103523,4,6
Cash,NPL,137786,9,9
GPay,NPL,156801,6,9
GPay,Contract,68188,5,6
Cash,NPL,83362,9,9
COD,Contract,63630,5,7
GPay,Offerings,62055,5,8
Cash,Contract,180157,9,9
Cash,Contract,173120,9,8
GPay,NPL,92644,3,8
GPay,Contract,119267,5,8
GPay,Contract,80186,3,9
COD,Contract,99228,8,7
GPay,Contract,132542,9,6
Cash,Contract,178047,7,8
COD,NPL,138677,9,9
COD,Contract,134606,7,7
Cash,NPL,196049,5,7
COD,Contract,108916,9,8
GPay,Offerings,199862,5,7
COD,NPL,85237,10,7
Cash,NPL,53220,9,9
GPay,NPL,148375,9,7
COD,Contract,50432,6,8
GPay,Contract,82802,3,7
COD,Offerings,169546,10,8
Cash,Offerings,134727,9,8
COD,Contract,113449,10,7
Cash,NPL,166064,6,8
COD,Offerings,69936,8,7
COD,NPL,54063,8,9
Cash,NPL,123708,9,9
Cash,NPL,122749,10,9
GPay,Offerings,94321,7,6
Cash,Offerings,127507,6,8
Cash,NPL,147350,7,7
COD,Contract,194492,5,6
COD,Offerings,82138,10,7
GPay,Contract,143448,3,6
Cash,NPL,94851,3,7
GPay,Contract,61262,10,7
Cash,NPL,122295,8,6
Cash,Offerings,154333,3,8
COD,Offerings,141330,3,7
Cash,NPL,154181,3,9
Cash,NPL,119233,6,8
COD,Contract,188506,7,9
Cash,Offerings,117145,10,8
Cash,Contract,163005,8,9
GPay,Contract,77439,5,8
GPay,Offerings,143360,6,9
COD,Offerings,153608,3,8
GPay,Contract,55183,3,8
Cash,Contract,196065,4,6
COD,NPL,113845,5,6
GPay,Offerings,130010,9,7
COD,Contract,176314,3,7
COD,Offerings,98165,3,6
GPay,Contract,139701,5,7
GPay,NPL,161879,10,6
COD,Offerings,54775,3,8
Cash,Offerings,122946,7,6
Cash,Contract,136694,4,9
COD,Offerings,75977,10,7
Cash,Offerings,104540,7,7
GPay,NPL,56690,7,6
GPay,NPL,127972,5,6
GPay,NPL,153196,6,6
GPay,NPL,81980,4,6
Cash,Offerings,184328,10,9
Cash,Contract,194357,7,6
COD,NPL,161756,6,7
COD,NPL,98050,8,8
Cash,NPL,133362,10,6
GPay,Contract,157186,5,8
GPay,Contract,69845,8,6
Cash,Offerings,156448,10,8
COD,Contract,107425,3,8
Cash,Offerings,153175,7,7
GPay,Contract,51063,3,6
GPay,Contract,80894,5,6
GPay,Offerings,77800,10,7
Cash,NPL,145068,4,9
GPay,Offerings,77345,6,9
Cash,Contract,117289,4,6
COD,NPL,167071,4,7
Cash,NPL,136751,3,6
Cash,NPL,61747,9,7
Cash,Contract,180218,4,6
COD,Contract,69362,9,9
GPay,Contract,68460,8,8
Cash,Offerings,84764,3,7
COD,Offerings,123186,4,6
Cash,NPL,109834,5,6
COD,Contract,181317,6,9
GPay,Contract,126113,6,6
Cash,Offerings,89773,4,8
Cash,Offerings,182580,9,8
COD,NPL,78186,9,9
COD,Contract,87367,6,7
GPay,NPL,152167,7,8
Cash,Offerings,194658,7,8
GPay,Contract,171557,3,6
COD,Contract,176043,6,9
Cash,Offerings,94775,4,8
Cash,NPL,197991,8,7
Cash,NPL,153008,3,6
Cash,Offerings,92867,6,6
COD,NPL,74947,5,7
GPay,Offerings,162354,3,9
Cash,Offerings,105725,5,8
GPay,NPL,57115,7,8
COD,NPL,199659,4,6
COD,NPL,72266,10,8
GPay,Contract,148027,8,9
Cash,Offerings,197811,5,9
Cash,Contract,74529,8,6
COD,Contract,162021,5,9
COD,Offerings,107406,9,8
Cash,Contract,74918,9,9
GPay,NPL,192072,5,6
Cash,Offerings,131433,3,9
Cash,NPL,170426,5,6
GPay,Contract,90535,6,8
Cash,Contract,148244,4,8
Cash,NPL,161765,5,9
Cash,Offerings,69006,5,8
Cash,Contract,124764,8,8
Cash,NPL,106437,9,6
COD,NPL,193846,6,8
COD,Contract,142462,3,8
GPay,Contract,188018,4,8
Cash,Offerings,173472,9,8
COD,Offerings,76073,8,9
GPay,Offerings,148117,5,6
GPay,Contract,164127,9,9
GPay,Contract,193635,5,9
GPay,NPL,83647,5,6
COD,Contract,84420,10,8
COD,NPL,68188,9,7
GPay,Offerings,88076,6,7
Cash,NPL,187417,6,9
Cash,NPL,127366,6,9
COD,NPL,190267,9,9
GPay,Contract,53906,9,9
Cash,Contract,65605,9,7
Cash,NPL,97255,9,6
COD,Contract,189826,8,8
COD,NPL,190192,10,7
GPay,Offerings,56909,9,9
COD,Contract,97516,8,7
Cash,Contract,166655,3,7
GPay,Contract,113439,7,8
COD,Offerings,115813,5,8
Cash,Offerings,123176,6,8
Cash,Offerings,172425,10,9
Cash,Offerings,170521,4,7
COD,Contract,167988,7,6
Cash,NPL,143692,7,9
GPay,Offerings,151768,7,8
COD,Contract,92400,4,7
GPay,NPL,58347,9,9
