Class_of_Outlet,Type_of_Outlet,Outlet_ID
VL,DE,CD08061
L,HA,CD08062
H,RE,CD08063
L,HA,CD08064
H,HA,CD08065
L,RE,CD08066
M,RE,CD08067
SH,RE,CD08068
VL,DE,CD08069
SH,HA,CD08070
M,RE,CD08071
L,HA,CD08072
M,RE,CD08073
M,HA,CD08074
VL,HA,CD08075
M,RE,CD08076
L,HA,CD08077
L,RE,CD08078
H,DE,CD08079
VL,DE,CD08080
SH,DE,CD08081
SH,DE,CD08082
H,RE,CD08083
H,HA,CD08084
L,DE,CD08085
VL,HA,CD08086
VL,DE,CD08087
VL,DE,CD08088
VL,HA,CD08089
SH,HA,CD08090
M,HA,CD08091
L,HA,CD08092
M,HA,CD08093
H,RE,CD08094
VL,HA,CD08095
VL,DE,CD08096
VL,RE,CD08097
H,DE,CD08098
L,DE,CD08099
SH,DE,CD08100
SH,RE,CD08101
SH,RE,CD08102
L,DE,CD08103
L,DE,CD08104
H,HA,CD08105
M,RE,CD08106
L,DE,CD08107
VL,DE,CD08108
H,HA,CD08109
L,RE,CD08110
M,HA,CD08111
M,RE,CD08112
VL,HA,CD08113
VL,HA,CD08114
M,DE,CD08115
H,DE,CD08116
M,HA,CD08117
L,DE,CD08118
L,RE,CD08119
H,HA,CD08120
SH,HA,CD08121
SH,HA,CD08122
SH,RE,CD08123
VL,DE,CD08124
M,HA,CD08125
VL,DE,CD08126
L,RE,CD08127
VL,RE,CD08128
H,HA,CD08129
M,DE,CD08130
VL,HA,CD08131
VL,HA,CD08132
SH,DE,CD08133
SH,RE,CD08134
L,RE,CD08135
H,RE,CD08136
SH,RE,CD08137
SH,DE,CD08138
L,DE,CD08139
SH,HA,CD08140
VL,RE,CD08141
SH,RE,CD08142
M,RE,CD08143
H,RE,CD08144
VL,HA,CD08145
H,HA,CD08146
M,DE,CD08147
VL,HA,CD08148
SH,RE,CD08149
L,DE,CD08150
M,HA,CD08151
M,RE,CD08152
M,DE,CD08153
H,DE,CD08154
VL,RE,CD08155
SH,HA,CD08156
SH,DE,CD08157
SH,HA,CD08158
L,DE,CD08159
VL,RE,CD08160
SH,DE,CD08161
L,RE,CD08162
H,DE,CD08163
VL,HA,CD08164
L,RE,CD08165
SH,DE,CD08166
SH,RE,CD08167
L,RE,CD08168
L,DE,CD08169
H,HA,CD08170
M,HA,CD08171
SH,RE,CD08172
M,HA,CD08173
SH,RE,CD08174
SH,HA,CD08175
L,HA,CD08176
SH,RE,CD08177
H,HA,CD08178
H,DE,CD08179
M,HA,CD08180
M,DE,CD08181
M,DE,CD08182
VL,RE,CD08183
M,RE,CD08184
H,RE,CD08185
SH,DE,CD08186
H,HA,CD08187
SH,RE,CD08188
M,RE,CD08189
VL,DE,CD08190
L,HA,CD08191
M,RE,CD08192
H,HA,CD08193
H,RE,CD08194
L,HA,CD08195
SH,RE,CD08196
M,RE,CD08197
M,HA,CD08198
SH,HA,CD08199
VL,HA,CD08200
L,HA,CD08201
L,DE,CD08202
L,DE,CD08203
VL,DE,CD08204
L,DE,CD08205
M,RE,CD08206
M,DE,CD08207
SH,DE,CD08208
M,RE,CD08209
L,HA,CD08210
M,HA,CD08211
VL,HA,CD08212
H,DE,CD08213
L,DE,CD08214
H,HA,CD08215
M,DE,CD08216
M,HA,CD08217
H,DE,CD08218
M,HA,CD08219
VL,HA,CD08220
SH,HA,CD08221
VL,RE,CD08222
SH,HA,CD08223
L,DE,CD08224
H,DE,CD08225
VL,DE,CD08226
VL,RE,CD08227
H,DE,CD08228
VL,HA,CD08229
VL,HA,CD08230
M,HA,CD08231
SH,DE,CD08232
M,HA,CD08233
SH,HA,CD08234
H,RE,CD08235
L,DE,CD08236
M,DE,CD08237
H,DE,CD08238
H,DE,CD08239
VL,HA,CD08240
M,HA,CD08241
VL,RE,CD08242
VL,HA,CD08243
SH,DE,CD08244
M,DE,CD08245
H,HA,CD08246
SH,DE,CD08247
L,DE,CD08248
H,DE,CD08249
H,RE,CD08250
H,HA,CD08251
H,DE,CD08252
H,HA,CD08253
SH,DE,CD08254
L,RE,CD08255
L,RE,CD08256
VL,DE,CD08257
H,HA,CD08258
M,RE,CD08259
SH,DE,CD08260
SH,RE,CD08261
VL,DE,CD08262
L,HA,CD08263
M,HA,CD08264
L,DE,CD08265
M,RE,CD08266
L,HA,CD08267
H,RE,CD08268
M,DE,CD08269
H,RE,CD08270
SH,HA,CD08271
M,RE,CD08272
H,DE,CD08273
H,HA,CD08274
M,DE,CD08275
L,DE,CD08276
VL,RE,CD08277
H,RE,CD08278
M,DE,CD08279
M,RE,CD08280
VL,DE,CD08281
L,RE,CD08282
VL,HA,CD08283
VL,DE,CD08284
SH,RE,CD08285
L,HA,CD08286
H,RE,CD08287
VL,HA,CD08288
SH,HA,CD08289
H,DE,CD08290
L,DE,CD08291
L,DE,CD08292
H,DE,CD08293
L,RE,CD08294
SH,RE,CD08295
M,DE,CD08296
M,RE,CD08297
L,RE,CD08298
H,RE,CD08299
M,RE,CD08300
L,HA,CD08301
VL,DE,CD08302
L,DE,CD08303
L,HA,CD08304
M,RE,CD08305
M,DE,CD08306
VL,RE,CD08307
SH,DE,CD08308
VL,RE,CD08309
H,DE,CD08310
L,HA,CD08311
L,HA,CD08312
VL,DE,CD08313
SH,HA,CD08314
VL,DE,CD08315
H,HA,CD08316
VL,DE,CD08317
M,DE,CD08318
H,RE,CD08319
H,DE,CD08320
H,DE,CD08321
VL,DE,CD08322
VL,RE,CD08323
M,HA,CD08324
M,RE,CD08325
H,HA,CD08326
L,HA,CD08327
M,DE,CD08328
SH,DE,CD08329
L,HA,CD08330
M,RE,CD08331
VL,RE,CD08332
H,HA,CD08333
VL,HA,CD08334
M,HA,CD08335
M,HA,CD08336
VL,DE,CD08337
M,HA,CD08338
H,HA,CD08339
VL,DE,CD08340
M,RE,CD08341
M,DE,CD08342
VL,RE,CD08343
L,RE,CD08344
L,RE,CD08345
L,RE,CD08346
SH,DE,CD08347
L,DE,CD08348
H,HA,CD08349
H,HA,CD08350
VL,HA,CD08351
SH,HA,CD08352
SH,RE,CD08353
H,DE,CD08354
M,HA,CD08355
M,HA,CD08356
L,HA,CD08357
SH,DE,CD08358
H,HA,CD08359
SH,DE,CD08360
M,DE,CD08361
M,HA,CD08362
SH,RE,CD08363
H,DE,CD08364
SH,HA,CD08365
M,RE,CD08366
SH,RE,CD08367
H,DE,CD08368
M,RE,CD08369
SH,RE,CD08370
H,RE,CD08371
VL,RE,CD08372
SH,DE,CD08373
H,RE,CD08374
SH,RE,CD08375
M,DE,CD08376
SH,HA,CD08377
VL,RE,CD08378
M,HA,CD08379
SH,HA,CD08380
L,HA,CD08381
L,HA,CD08382
M,DE,CD08383
SH,RE,CD08384
H,HA,CD08385
M,DE,CD08386
H,DE,CD08387
VL,HA,CD08388
VL,DE,CD08389
L,HA,CD08390
H,HA,CD08391
M,HA,CD08392
SH,DE,CD08393
VL,RE,CD08394
L,RE,CD08395
H,DE,CD08396
VL,DE,CD08397
H,DE,CD08398
SH,HA,CD08399
H,DE,CD08400
VL,HA,CD08401
SH,DE,CD08402
VL,DE,CD08403
H,HA,CD08404
L,RE,CD08405
H,RE,CD08406
H,RE,CD08407
M,RE,CD08408
L,HA,CD08409
M,RE,CD08410
M,DE,CD08411
SH,RE,CD08412
VL,HA,CD08413
VL,DE,CD08414
M,HA,CD08415
SH,DE,CD08416
VL,RE,CD08417
M,HA,CD08418
M,RE,CD08419
H,DE,CD08420
M,DE,CD08421
H,RE,CD08422
SH,HA,CD08423
VL,RE,CD08424
VL,RE,CD08425
SH,DE,CD08426
M,RE,CD08427
SH,RE,CD08428
SH,HA,CD08429
SH,HA,CD08430
H,RE,CD08431
SH,HA,CD08432
VL,HA,CD08433
SH,HA,CD08434
L,HA,CD08435
H,RE,CD08436
L,DE,CD08437
H,DE,CD08438
SH,HA,CD08439
VL,HA,CD08440
H,RE,CD08441
SH,DE,CD08442
M,DE,CD08443
M,HA,CD08444
H,HA,CD08445
M,RE,CD08446
H,RE,CD08447
H,DE,CD08448
SH,RE,CD08449
L,DE,CD08450
SH,HA,CD08451
L,RE,CD08452
M,DE,CD08453
SH,HA,CD08454
SH,HA,CD08455
L,RE,CD08456
H,RE,CD08457
H,HA,CD08458
SH,DE,CD08459
L,RE,CD08460
SH,HA,CD08461
SH,DE,CD08462
L,HA,CD08463
SH,DE,CD08464
L,RE,CD08465
L,RE,CD08466
SH,RE,CD08467
L,DE,CD08468
L,HA,CD08469
SH,DE,CD08470
VL,DE,CD08471
VL,DE,CD08472
SH,HA,CD08473
M,DE,CD08474
SH,RE,CD08475
VL,RE,CD08476
L,HA,CD08477
VL,DE,CD08478
H,HA,CD08479
SH,HA,CD08480
L,HA,CD08481
VL,DE,CD08482
SH,RE,CD08483
SH,RE,CD08484
VL,HA,CD08485
VL,RE,CD08486
L,HA,CD08487
L,RE,CD08488
L,DE,CD08489
L,RE,CD08490
H,DE,CD08491
M,DE,CD08492
M,HA,CD08493
L,RE,CD08494
L,RE,CD08495
M,RE,CD08496
SH,DE,CD08497
VL,RE,CD08498
SH,RE,CD08499
H,RE,CD08500
L,DE,CD08501
H,RE,CD08502
VL,RE,CD08503
H,HA,CD08504
L,RE,CD08505
SH,RE,CD08506
M,HA,CD08507
M,RE,CD08508
VL,HA,CD08509
H,RE,CD08510
H,DE,CD08511
L,HA,CD08512
M,HA,CD08513
M,DE,CD08514
VL,HA,CD08515
L,RE,CD08516
H,RE,CD08517
L,RE,CD08518
L,HA,CD08519
M,DE,CD08520
H,DE,CD08521
SH,HA,CD08522
SH,HA,CD08523
VL,RE,CD08524
H,HA,CD08525
VL,RE,CD08526
SH,DE,CD08527
M,RE,CD08528
VL,HA,CD08529
VL,DE,CD08530
L,RE,CD08531
M,HA,CD08532
L,DE,CD08533
M,DE,CD08534
H,RE,CD08535
M,DE,CD08536
SH,HA,CD08537
H,RE,CD08538
SH,DE,CD08539
M,DE,CD08540
H,DE,CD08541
VL,HA,CD08542
H,HA,CD08543
L,HA,CD08544
SH,RE,CD08545
H,RE,CD08546
VL,DE,CD08547
M,HA,CD08548
VL,RE,CD08549
L,DE,CD08550
L,DE,CD08551
VL,HA,CD08552
VL,DE,CD08553
VL,DE,CD08554
L,RE,CD08555
VL,RE,CD08556
L,RE,CD08557
VL,HA,CD08558
H,RE,CD08559
VL,RE,CD08560
VL,DE,CD08561
SH,HA,CD08562
L,DE,CD08563
H,HA,CD08564
VL,HA,CD08565
M,DE,CD08566
H,HA,CD08567
SH,DE,CD08568
H,RE,CD08569
H,RE,CD08570
M,HA,CD08571
SH,RE,CD08572
M,HA,CD08573
VL,RE,CD08574
L,RE,CD08575
SH,RE,CD08576
M,RE,CD08577
SH,HA,CD08578
M,HA,CD08579
M,DE,CD08580
L,DE,CD08581
H,DE,CD08582
M,RE,CD08583
H,HA,CD08584
SH,DE,CD08585
H,DE,CD08586
L,RE,CD08587
L,RE,CD08588
VL,RE,CD08589
H,DE,CD08590
SH,DE,CD08591
VL,RE,CD08592
L,DE,CD08593
L,DE,CD08594
VL,DE,CD08595
H,RE,CD08596
SH,DE,CD08597
VL,HA,CD08598
VL,HA,CD08599
M,DE,CD08600
H,DE,CD08601
L,RE,CD08602
L,HA,CD08603
L,RE,CD08604
L,RE,CD08605
SH,HA,CD08606
SH,HA,CD08607
SH,RE,CD08608
H,DE,CD08609
SH,DE,CD08610
SH,RE,CD08611
L,HA,CD08612
M,HA,CD08613
VL,RE,CD08614
M,HA,CD08615
VL,HA,CD08616
SH,RE,CD08617
VL,RE,CD08618
L,HA,CD08619
L,HA,CD08620
H,HA,CD08621
L,DE,CD08622
M,HA,CD08623
M,HA,CD08624
VL,RE,CD08625
VL,HA,CD08626
SH,HA,CD08627
M,DE,CD08628
VL,DE,CD08629
H,DE,CD08630
M,HA,CD08631
VL,HA,CD08632
VL,HA,CD08633
M,HA,CD08634
H,RE,CD08635
H,RE,CD08636
L,DE,CD08637
L,HA,CD08638
H,RE,CD08639
M,HA,CD08640
SH,RE,CD08641
VL,DE,CD08642
VL,RE,CD08643
SH,HA,CD08644
L,DE,CD08645
H,HA,CD08646
L,RE,CD08647
M,DE,CD08648
VL,RE,CD08649
SH,HA,CD08650
SH,HA,CD08651
SH,DE,CD08652
VL,DE,CD08653
M,DE,CD08654
SH,HA,CD08655
VL,HA,CD08656
H,DE,CD08657
L,RE,CD08658
L,RE,CD08659
L,RE,CD08660
M,DE,CD08661
H,DE,CD08662
H,HA,CD08663
L,HA,CD08664
M,HA,CD08665
L,RE,CD08666
SH,RE,CD08667
SH,HA,CD08668
H,DE,CD08669
H,HA,CD08670
SH,DE,CD08671
L,RE,CD08672
M,DE,CD08673
SH,DE,CD08674
H,HA,CD08675
L,RE,CD08676
SH,DE,CD08677
M,HA,CD08678
VL,RE,CD08679
M,RE,CD08680
L,HA,CD08681
L,DE,CD08682
M,HA,CD08683
M,DE,CD08684
L,HA,CD08685
H,RE,CD08686
VL,DE,CD08687
M,DE,CD08688
M,RE,CD08689
M,DE,CD08690
VL,HA,CD08691
SH,RE,CD08692
H,DE,CD08693
M,DE,CD08694
M,DE,CD08695
VL,HA,CD08696
M,HA,CD08697
M,RE,CD08698
SH,DE,CD08699
SH,HA,CD08700
H,HA,CD08701
L,RE,CD08702
H,RE,CD08703
H,DE,CD08704
L,DE,CD08705
L,DE,CD08706
VL,HA,CD08707
L,HA,CD08708
L,DE,CD08709
VL,DE,CD08710
SH,RE,CD08711
L,RE,CD08712
H,DE,CD08713
SH,RE,CD08714
M,HA,CD08715
SH,RE,CD08716
SH,DE,CD08717
VL,RE,CD08718
L,HA,CD08719
SH,RE,CD08720
SH,RE,CD08721
VL,DE,CD08722
SH,HA,CD08723
SH,RE,CD08724
M,DE,CD08725
SH,DE,CD08726
SH,RE,CD08727
H,RE,CD08728
VL,HA,CD08729
H,HA,CD08730
L,DE,CD08731
VL,DE,CD08732
M,DE,CD08733
M,RE,CD08734
M,RE,CD08735
VL,DE,CD08736
SH,DE,CD08737
H,DE,CD08738
VL,HA,CD08739
H,DE,CD08740
L,RE,CD08741
H,RE,CD08742
H,HA,CD08743
H,HA,CD08744
SH,RE,CD08745
L,HA,CD08746
M,RE,CD08747
H,DE,CD08748
H,RE,CD08749
VL,RE,CD08750
L,DE,CD08751
L,DE,CD08752
L,DE,CD08753
H,RE,CD08754
VL,DE,CD08755
VL,HA,CD08756
SH,DE,CD08757
VL,DE,CD08758
VL,DE,CD08759
H,RE,CD08760
M,RE,CD08761
M,HA,CD08762
H,DE,CD08763
H,HA,CD08764
L,HA,CD08765
H,HA,CD08766
L,RE,CD08767
L,RE,CD08768
VL,RE,CD08769
L,HA,CD08770
H,HA,CD08771
SH,RE,CD08772
L,DE,CD08773
H,DE,CD08774
SH,DE,CD08775
M,HA,CD08776
SH,DE,CD08777
VL,DE,CD08778
H,RE,CD08779
VL,DE,CD08780
SH,RE,CD08781
H,DE,CD08782
L,HA,CD08783
H,RE,CD08784
SH,RE,CD08785
SH,DE,CD08786
L,DE,CD08787
L,HA,CD08788
H,RE,CD08789
VL,HA,CD08790
L,DE,CD08791
H,DE,CD08792
SH,HA,CD08793
M,RE,CD08794
M,HA,CD08795
SH,HA,CD08796
M,HA,CD08797
M,HA,CD08798
M,RE,CD08799
M,DE,CD08800
M,DE,CD08801
SH,RE,CD08802
SH,HA,CD08803
VL,DE,CD08804
SH,RE,CD08805
M,HA,CD08806
L,RE,CD08807
SH,HA,CD08808
SH,DE,CD08809
L,RE,CD08810
L,DE,CD08811
SH,HA,CD08812
H,HA,CD08813
SH,HA,CD08814
VL,DE,CD08815
SH,HA,CD08816
L,HA,CD08817
L,HA,CD08818
SH,RE,CD08819
L,DE,CD08820
H,HA,CD08821
VL,RE,CD08822
M,DE,CD08823
VL,RE,CD08824
H,HA,CD08825
VL,HA,CD08826
L,HA,CD08827
H,HA,CD08828
H,RE,CD08829
VL,HA,CD08830
VL,HA,CD08831
VL,HA,CD08832
H,DE,CD08833
L,HA,CD08834
SH,RE,CD08835
L,DE,CD08836
L,HA,CD08837
H,DE,CD08838
H,DE,CD08839
SH,DE,CD08840
SH,DE,CD08841
VL,HA,CD08842
VL,HA,CD08843
VL,HA,CD08844
VL,DE,CD08845
H,HA,CD08846
H,RE,CD08847
SH,RE,CD08848
M,RE,CD08849
H,HA,CD08850
SH,HA,CD08851
H,DE,CD08852
H,DE,CD08853
H,HA,CD08854
SH,DE,CD08855
SH,RE,CD08856
SH,DE,CD08857
SH,HA,CD08858
M,RE,CD08859
H,DE,CD08860
H,HA,CD08861
M,RE,CD08862
L,HA,CD08863
L,HA,CD08864
H,HA,CD08865
SH,RE,CD08866
SH,DE,CD08867
H,HA,CD08868
VL,HA,CD08869
L,RE,CD08870
L,RE,CD08871
SH,RE,CD08872
H,RE,CD08873
VL,DE,CD08874
VL,DE,CD08875
H,DE,CD08876
L,RE,CD08877
VL,RE,CD08878
VL,RE,CD08879
H,DE,CD08880
VL,RE,CD08881
H,RE,CD08882
H,HA,CD08883
VL,DE,CD08884
M,DE,CD08885
H,DE,CD08886
VL,RE,CD08887
M,RE,CD08888
M,RE,CD08889
L,HA,CD08890
SH,DE,CD08891
L,DE,CD08892
SH,DE,CD08893
VL,RE,CD08894
H,HA,CD08895
L,RE,CD08896
L,HA,CD08897
H,HA,CD08898
H,RE,CD08899
H,HA,CD08900
SH,HA,CD08901
M,RE,CD08902
SH,HA,CD08903
H,DE,CD08904
SH,HA,CD08905
M,DE,CD08906
SH,HA,CD08907
SH,RE,CD08908
H,HA,CD08909
SH,DE,CD08910
L,HA,CD08911
SH,RE,CD08912
L,HA,CD08913
VL,DE,CD08914
SH,HA,CD08915
VL,RE,CD08916
SH,DE,CD08917
H,RE,CD08918
L,DE,CD08919
H,RE,CD08920
M,HA,CD08921
VL,HA,CD08922
M,RE,CD08923
SH,DE,CD08924
SH,HA,CD08925
VL,RE,CD08926
L,HA,CD08927
H,RE,CD08928
H,DE,CD08929
M,HA,CD08930
H,DE,CD08931
SH,HA,CD08932
SH,DE,CD08933
SH,RE,CD08934
SH,DE,CD08935
M,RE,CD08936
H,HA,CD08937
H,RE,CD08938
H,HA,CD08939
SH,RE,CD08940
M,HA,CD08941
VL,HA,CD08942
M,RE,CD08943
M,DE,CD08944
VL,DE,CD08945
L,RE,CD08946
L,DE,CD08947
H,HA,CD08948
L,DE,CD08949
VL,RE,CD08950
H,RE,CD08951
M,RE,CD08952
M,RE,CD08953
M,HA,CD08954
SH,HA,CD08955
VL,HA,CD08956
H,HA,CD08957
L,DE,CD08958
M,DE,CD08959
L,HA,CD08960
SH,HA,CD08961
L,RE,CD08962
L,DE,CD08963
SH,HA,CD08964
H,HA,CD08965
M,RE,CD08966
SH,RE,CD08967
L,HA,CD08968
SH,HA,CD08969
L,HA,CD08970
M,RE,CD08971
L,HA,CD08972
M,RE,CD08973
VL,RE,CD08974
VL,DE,CD08975
VL,HA,CD08976
VL,HA,CD08977
L,RE,CD08978
L,DE,CD08979
M,HA,CD08980
VL,DE,CD08981
M,DE,CD08982
M,DE,CD08983
SH,RE,CD08984
M,RE,CD08985
M,HA,CD08986
L,DE,CD08987
VL,DE,CD08988
SH,HA,CD08989
L,DE,CD08990
SH,RE,CD08991
VL,DE,CD08992
H,DE,CD08993
L,RE,CD08994
VL,DE,CD08995
M,RE,CD08996
L,DE,CD08997
L,HA,CD08998
SH,RE,CD08999
L,DE,CD09000
L,RE,CD09001
H,RE,CD09002
L,RE,CD09003
M,HA,CD09004
SH,HA,CD09005
SH,HA,CD09006
M,HA,CD09007
M,RE,CD09008
VL,HA,CD09009
L,HA,CD09010
SH,RE,CD09011
SH,HA,CD09012
M,HA,CD09013
H,RE,CD09014
M,DE,CD09015
SH,DE,CD09016
H,RE,CD09017
M,HA,CD09018
SH,RE,CD09019
SH,HA,CD09020
M,HA,CD09021
M,RE,CD09022
M,DE,CD09023
SH,RE,CD09024
VL,HA,CD09025
VL,DE,CD09026
L,HA,CD09027
H,RE,CD09028
H,RE,CD09029
M,HA,CD09030
VL,HA,CD09031
SH,HA,CD09032
H,RE,CD09033
M,RE,CD09034
SH,HA,CD09035
M,RE,CD09036
H,RE,CD09037
H,HA,CD09038
H,RE,CD09039
L,HA,CD09040
H,DE,CD09041
VL,RE,CD09042
VL,HA,CD09043
SH,RE,CD09044
M,HA,CD09045
VL,RE,CD09046
H,RE,CD09047
L,DE,CD09048
M,HA,CD09049
VL,DE,CD09050
M,DE,CD09051
H,HA,CD09052
SH,DE,CD09053
VL,HA,CD09054
M,HA,CD09055
H,DE,CD09056
SH,HA,CD09057
M,HA,CD09058
M,DE,CD09059
VL,RE,CD09060
SH,RE,CD09061
H,HA,CD09062
L,DE,CD09063
VL,DE,CD09064
H,HA,CD09065
M,DE,CD09066
L,DE,CD09067
SH,DE,CD09068
SH,DE,CD09069
VL,RE,CD09070
VL,HA,CD09071
H,RE,CD09072
VL,RE,CD09073
VL,HA,CD09074
H,DE,CD09075
H,DE,CD09076
VL,HA,CD09077
M,RE,CD09078
SH,DE,CD09079
VL,RE,CD09080
L,RE,CD09081
M,RE,CD09082
SH,RE,CD09083
L,HA,CD09084
H,DE,CD09085
VL,RE,CD09086
H,DE,CD09087
M,RE,CD09088
SH,RE,CD09089
L,RE,CD09090
VL,HA,CD09091
SH,HA,CD09092
H,RE,CD09093
H,HA,CD09094
VL,RE,CD09095
SH,RE,CD09096
VL,DE,CD09097
L,DE,CD09098
VL,RE,CD09099
SH,HA,CD09100
SH,DE,CD09101
VL,HA,CD09102
M,DE,CD09103
L,HA,CD09104
H,HA,CD09105
VL,RE,CD09106
H,DE,CD09107
SH,HA,CD09108
SH,HA,CD09109
M,RE,CD09110
SH,DE,CD09111
M,RE,CD09112
L,RE,CD09113
SH,RE,CD09114
SH,RE,CD09115
H,HA,CD09116
L,RE,CD09117
M,HA,CD09118
SH,HA,CD09119
H,DE,CD09120
H,RE,CD09121
L,HA,CD09122
SH,RE,CD09123
SH,DE,CD09124
M,RE,CD09125
H,RE,CD09126
H,HA,CD09127
M,RE,CD09128
M,HA,CD09129
M,DE,CD09130
VL,DE,CD09131
VL,HA,CD09132
SH,RE,CD09133
L,HA,CD09134
SH,RE,CD09135
L,HA,CD09136
M,DE,CD09137
L,RE,CD09138
SH,HA,CD09139
VL,DE,CD09140
H,HA,CD09141
M,DE,CD09142
M,HA,CD09143
VL,HA,CD09144
VL,HA,CD09145
SH,HA,CD09146
H,DE,CD09147
VL,RE,CD09148
VL,RE,CD09149
VL,HA,CD09150
SH,RE,CD09151
VL,HA,CD09152
L,DE,CD09153
SH,DE,CD09154
L,DE,CD09155
H,DE,CD09156
H,DE,CD09157
VL,DE,CD09158
VL,RE,CD09159
SH,RE,CD09160
SH,HA,CD09161
VL,HA,CD09162
M,DE,CD09163
M,RE,CD09164
VL,RE,CD09165
SH,HA,CD09166
SH,DE,CD09167
H,DE,CD09168
VL,RE,CD09169
VL,RE,CD09170
SH,HA,CD09171
VL,DE,CD09172
VL,RE,CD09173
SH,HA,CD09174
SH,DE,CD09175
L,DE,CD09176
SH,RE,CD09177
VL,DE,CD09178
VL,DE,CD09179
H,HA,CD09180
L,DE,CD09181
VL,RE,CD09182
SH,RE,CD09183
VL,HA,CD09184
H,HA,CD09185
L,HA,CD09186
M,RE,CD09187
SH,HA,CD09188
L,HA,CD09189
VL,RE,CD09190
H,DE,CD09191
H,HA,CD09192
L,HA,CD09193
L,RE,CD09194
M,RE,CD09195
VL,RE,CD09196
H,RE,CD09197
H,HA,CD09198
L,DE,CD09199
M,RE,CD09200
VL,RE,CD09201
M,RE,CD09202
L,DE,CD09203
SH,DE,CD09204
H,DE,CD09205
VL,DE,CD09206
SH,DE,CD09207
SH,DE,CD09208
H,HA,CD09209
VL,RE,CD09210
L,HA,CD09211
VL,DE,CD09212
M,HA,CD09213
L,RE,CD09214
M,DE,CD09215
SH,RE,CD09216
L,RE,CD09217
M,RE,CD09218
M,HA,CD09219
VL,DE,CD09220
VL,HA,CD09221
SH,RE,CD09222
M,DE,CD09223
SH,HA,CD09224
L,RE,CD09225
L,HA,CD09226
H,DE,CD09227
L,RE,CD09228
VL,RE,CD09229
VL,RE,CD09230
L,DE,CD09231
M,DE,CD09232
VL,DE,CD09233
L,HA,CD09234
SH,DE,CD09235
M,DE,CD09236
SH,DE,CD09237
SH,HA,CD09238
L,DE,CD09239
VL,RE,CD09240
H,RE,CD09241
SH,DE,CD09242
VL,HA,CD09243
L,DE,CD09244
L,RE,CD09245
M,HA,CD09246
H,RE,CD09247
M,DE,CD09248
L,DE,CD09249
VL,HA,CD09250
SH,HA,CD09251
M,HA,CD09252
H,DE,CD09253
H,DE,CD09254
M,HA,CD09255
SH,HA,CD09256
M,HA,CD09257
M,RE,CD09258
M,RE,CD09259
M,DE,CD09260
SH,DE,CD09261
L,RE,CD09262
VL,DE,CD09263
VL,HA,CD09264
H,DE,CD09265
H,RE,CD09266
SH,RE,CD09267
SH,RE,CD09268
L,HA,CD09269
VL,RE,CD09270
L,RE,CD09271
M,DE,CD09272
H,HA,CD09273
H,HA,CD09274
VL,HA,CD09275
L,RE,CD09276
SH,RE,CD09277
M,HA,CD09278
VL,RE,CD09279
VL,RE,CD09280
SH,DE,CD09281
L,HA,CD09282
M,HA,CD09283
L,HA,CD09284
M,DE,CD09285
SH,DE,CD09286
VL,RE,CD09287
VL,HA,CD09288
M,DE,CD09289
H,RE,CD09290
H,DE,CD09291
L,RE,CD09292
L,RE,CD09293
L,DE,CD09294
L,DE,CD09295
H,HA,CD09296
M,HA,CD09297
M,RE,CD09298
L,HA,CD09299
VL,RE,CD09300
VL,HA,CD09301
H,DE,CD09302
L,RE,CD09303
SH,DE,CD09304
H,DE,CD09305
L,HA,CD09306
H,HA,CD09307
VL,HA,CD09308
H,DE,CD09309
H,RE,CD09310
SH,RE,CD09311
L,DE,CD09312
SH,DE,CD09313
SH,HA,CD09314
H,DE,CD09315
L,HA,CD09316
SH,RE,CD09317
SH,HA,CD09318
VL,DE,CD09319
VL,HA,CD09320
H,DE,CD09321
H,HA,CD09322
L,DE,CD09323
L,HA,CD09324
VL,DE,CD09325
SH,DE,CD09326
SH,DE,CD09327
H,RE,CD09328
H,DE,CD09329
H,DE,CD09330
H,HA,CD09331
L,RE,CD09332
L,HA,CD09333
M,RE,CD09334
M,RE,CD09335
L,RE,CD09336
M,RE,CD09337
SH,DE,CD09338
M,HA,CD09339
L,DE,CD09340
SH,HA,CD09341
VL,DE,CD09342
SH,RE,CD09343
L,HA,CD09344
L,DE,CD09345
L,RE,CD09346
M,DE,CD09347
SH,HA,CD09348
H,HA,CD09349
L,DE,CD09350
VL,DE,CD09351
L,DE,CD09352
SH,RE,CD09353
SH,RE,CD09354
H,RE,CD09355
M,HA,CD09356
M,RE,CD09357
SH,HA,CD09358
L,HA,CD09359
L,RE,CD09360
SH,HA,CD09361
L,DE,CD09362
M,HA,CD09363
VL,RE,CD09364
SH,RE,CD09365
SH,DE,CD09366
H,HA,CD09367
M,DE,CD09368
VL,RE,CD09369
SH,HA,CD09370
VL,DE,CD09371
SH,HA,CD09372
H,DE,CD09373
H,RE,CD09374
H,HA,CD09375
VL,DE,CD09376
H,HA,CD09377
M,RE,CD09378
M,HA,CD09379
L,HA,CD09380
VL,DE,CD09381
M,DE,CD09382
H,HA,CD09383
M,HA,CD09384
H,DE,CD09385
M,HA,CD09386
H,HA,CD09387
VL,DE,CD09388
SH,DE,CD09389
L,RE,CD09390
SH,DE,CD09391
H,DE,CD09392
SH,DE,CD09393
VL,DE,CD09394
M,DE,CD09395
VL,HA,CD09396
VL,HA,CD09397
M,DE,CD09398
H,HA,CD09399
M,RE,CD09400
H,HA,CD09401
H,HA,CD09402
