Power Outage (min),Power Downtime (min),Temperature (C),Current Load (kW),Usage Stats,region_stats,date
36660,43,25,22,19,East,2021-11-09 00:00:00
37700,42,37,22,11,South,2022-05-18 00:00:00
27516,69,18,11,22,East,2020-02-05 00:00:00
38418,37,29,22,14,East,2023-05-27 00:00:00
44639,66,29,22,17,South,2020-06-24 00:00:00
37138,61,20,22,21,North,2022-11-24 00:00:00
42718,89,34,22,20,East,2021-01-21 00:00:00
18517,82,33,11,12,East,2024-06-11 00:00:00
19701,64,30,11,17,West,2024-07-08 00:00:00
21259,23,36,11,16,South,2023-08-12 00:00:00
20373,53,32,22,16,South,2023-08-27 00:00:00
43235,64,23,22,11,North,2022-12-30 00:00:00
31191,120,34,22,17,North,2022-12-01 00:00:00
20121,120,34,22,12,West,2022-01-20 00:00:00
35436,99,22,11,22,South,2023-12-25 00:00:00
21710,30,38,22,21,North,2020-04-29 00:00:00
34729,57,20,11,15,North,2024-03-26 00:00:00
17349,39,44,11,19,South,2023-05-22 00:00:00
34566,40,18,11,13,East,2020-10-22 00:00:00
19808,76,43,11,17,South,2021-12-21 00:00:00
15896,113,24,22,16,East,2020-09-09 00:00:00
21897,76,23,11,11,East,2020-01-04 00:00:00
30716,69,40,11,13,North,2022-01-26 00:00:00
15158,100,28,22,13,South,2021-05-07 00:00:00
28224,11,26,11,22,East,2023-01-03 00:00:00
23341,52,25,11,18,South,2021-12-19 00:00:00
34532,25,44,22,13,West,2020-07-20 00:00:00
40531,66,15,11,14,South,2021-02-03 00:00:00
19218,28,27,22,20,East,2020-11-14 00:00:00
32655,51,32,11,14,North,2022-09-30 00:00:00
20132,38,32,11,13,North,2020-09-26 00:00:00
28302,86,26,11,21,South,2023-08-02 00:00:00
30937,46,29,22,12,West,2021-08-16 00:00:00
29553,94,18,22,12,South,2020-04-13 00:00:00
34470,87,22,22,13,East,2022-06-05 00:00:00
41982,105,32,11,13,West,2021-06-18 00:00:00
28340,11,36,11,11,South,2024-11-05 00:00:00
19761,61,42,22,18,South,2024-05-31 00:00:00
15115,114,15,22,21,West,2023-08-09 00:00:00
18314,103,27,22,17,East,2021-02-08 00:00:00
28963,51,36,11,22,East,2021-03-19 00:00:00
16074,64,17,11,12,West,2020-01-13 00:00:00
25803,58,45,11,22,East,2023-11-14 00:00:00
28952,33,16,22,22,North,2021-01-07 00:00:00
21021,59,28,11,16,North,2024-04-29 00:00:00
35341,23,31,11,15,East,2023-11-14 00:00:00
37058,109,29,22,18,East,2023-01-21 00:00:00
23766,16,31,22,14,East,2022-05-11 00:00:00
20604,5,34,22,15,West,2021-12-29 00:00:00
23684,21,19,22,21,East,2022-06-27 00:00:00
24842,85,28,22,22,North,2022-03-27 00:00:00
15607,45,31,11,14,East,2024-04-14 00:00:00
21891,93,30,11,13,East,2020-09-30 00:00:00
28924,100,23,11,18,East,2020-06-08 00:00:00
40395,114,39,11,22,North,2024-06-05 00:00:00
17637,92,23,22,14,North,2024-09-14 00:00:00
15200,11,18,22,13,South,2024-02-26 00:00:00
43372,18,32,11,18,East,2020-06-26 00:00:00
15764,77,22,22,18,West,2021-04-28 00:00:00
20107,19,30,11,14,North,2021-03-16 00:00:00
36241,96,38,22,21,North,2022-05-31 00:00:00
38217,116,37,22,17,West,2024-07-27 00:00:00
33919,87,15,22,13,West,2023-12-27 00:00:00
16901,21,21,11,12,South,2024-02-07 00:00:00
24055,88,19,22,15,North,2024-11-20 00:00:00
20715,46,36,11,20,North,2023-04-01 00:00:00
25060,15,18,22,20,East,2020-06-17 00:00:00
35818,114,45,22,19,West,2024-09-07 00:00:00
25198,115,32,22,22,South,2022-05-01 00:00:00
15218,39,23,22,17,North,2022-12-19 00:00:00
24104,68,30,22,11,South,2024-05-22 00:00:00
30143,61,42,22,20,West,2021-05-04 00:00:00
20950,26,34,11,12,South,2021-05-12 00:00:00
21548,51,23,11,11,South,2022-04-22 00:00:00
36561,84,43,22,14,South,2023-04-13 00:00:00
27122,58,32,11,11,East,2021-08-01 00:00:00
25201,97,18,22,16,North,2020-05-28 00:00:00
44947,64,29,22,20,North,2021-10-09 00:00:00
25659,85,42,22,13,East,2021-12-03 00:00:00
18273,12,29,22,18,West,2020-02-25 00:00:00
38652,88,28,22,22,West,2020-04-03 00:00:00
30296,24,20,22,20,North,2022-05-15 00:00:00
32160,105,23,22,11,South,2021-04-02 00:00:00
22414,45,39,22,21,East,2022-01-03 00:00:00
34722,82,23,22,17,North,2022-10-29 00:00:00
22930,78,34,11,22,East,2020-12-12 00:00:00
44567,21,19,22,12,South,2021-07-12 00:00:00
42376,75,43,11,11,West,2022-09-13 00:00:00
38386,36,17,11,20,North,2023-09-28 00:00:00
17358,88,30,11,14,South,2021-01-21 00:00:00
26988,81,29,11,12,South,2020-01-30 00:00:00
43906,82,25,22,15,North,2021-11-15 00:00:00
37794,57,22,11,20,East,2023-08-27 00:00:00
22204,118,43,11,16,West,2022-12-26 00:00:00
24570,91,40,22,17,North,2023-08-20 00:00:00
23856,84,17,11,15,West,2023-02-25 00:00:00
43743,65,44,22,17,South,2020-05-08 00:00:00
27376,87,31,22,19,South,2020-07-05 00:00:00
39569,25,21,11,17,North,2023-09-04 00:00:00
36154,79,42,11,14,South,2024-11-01 00:00:00
19661,89,40,11,16,East,2024-03-07 00:00:00
32578,103,18,11,19,South,2021-04-20 00:00:00
30893,6,22,11,13,West,2022-11-13 00:00:00
16503,29,17,11,22,North,2022-03-20 00:00:00
18971,11,45,22,21,South,2020-01-26 00:00:00
44542,12,36,22,12,North,2021-02-03 00:00:00
33541,58,24,11,11,West,2024-06-13 00:00:00
25416,49,31,22,22,North,2024-02-19 00:00:00
19401,110,43,11,12,West,2021-09-01 00:00:00
37661,107,42,11,14,East,2021-01-17 00:00:00
31986,10,32,22,19,West,2020-05-06 00:00:00
26160,14,29,22,16,West,2022-05-21 00:00:00
40501,31,30,22,11,North,2023-12-08 00:00:00
21155,115,45,22,11,East,2023-11-29 00:00:00
27764,36,40,22,20,East,2020-11-05 00:00:00
40542,77,29,11,19,South,2022-07-20 00:00:00
15047,101,24,22,18,North,2021-03-27 00:00:00
30059,75,29,22,14,South,2021-07-24 00:00:00
43667,68,30,22,20,East,2021-08-10 00:00:00
30770,31,28,11,19,West,2024-04-25 00:00:00
41891,18,17,22,21,East,2020-10-26 00:00:00
16950,88,26,22,16,South,2023-08-09 00:00:00
32681,27,36,22,15,East,2020-08-10 00:00:00
19212,77,32,11,21,East,2023-06-03 00:00:00
20945,93,34,11,20,West,2020-08-14 00:00:00
36614,13,30,22,19,West,2020-06-10 00:00:00
18192,75,35,22,18,West,2022-04-01 00:00:00
21154,14,32,11,16,West,2020-12-23 00:00:00
41700,71,18,11,16,West,2022-12-24 00:00:00
19990,73,19,22,18,West,2024-05-10 00:00:00
35225,16,43,22,22,South,2021-08-30 00:00:00
23719,21,38,22,22,South,2023-06-04 00:00:00
22750,64,28,11,15,West,2022-09-25 00:00:00
41381,78,41,11,16,South,2023-03-18 00:00:00
27460,72,30,22,22,North,2024-10-07 00:00:00
32003,49,35,11,22,West,2024-03-19 00:00:00
17177,99,41,22,17,North,2021-06-02 00:00:00
23644,90,36,11,15,East,2022-08-29 00:00:00
25861,25,33,11,17,South,2024-10-15 00:00:00
35419,103,25,11,13,South,2022-06-05 00:00:00
41193,95,16,22,19,East,2020-09-08 00:00:00
41154,20,39,22,19,North,2022-10-07 00:00:00
32066,52,18,11,19,South,2021-07-17 00:00:00
21277,72,41,22,17,South,2021-09-13 00:00:00
36851,53,43,11,21,East,2022-07-29 00:00:00
16358,118,40,22,19,North,2024-06-09 00:00:00
38128,115,35,11,17,West,2021-04-19 00:00:00
35330,12,31,11,22,East,2022-02-23 00:00:00
37675,119,22,22,14,South,2023-10-10 00:00:00
30489,18,33,11,19,North,2023-03-09 00:00:00
35768,54,41,22,12,North,2024-11-06 00:00:00
27169,90,34,22,14,North,2024-03-17 00:00:00
37216,23,19,11,14,West,2023-06-05 00:00:00
21378,39,39,22,13,North,2022-09-03 00:00:00
39150,69,27,11,20,South,2022-05-14 00:00:00
17162,7,42,11,22,North,2021-01-21 00:00:00
22346,96,31,11,19,West,2023-10-14 00:00:00
35340,8,24,22,12,East,2024-01-09 00:00:00
24558,114,45,11,16,North,2021-11-29 00:00:00
35813,54,26,22,12,West,2020-12-27 00:00:00
37732,25,19,11,16,North,2020-01-29 00:00:00
27234,38,25,22,22,East,2024-08-29 00:00:00
43150,110,16,22,13,East,2021-08-09 00:00:00
28798,50,25,11,15,West,2024-08-19 00:00:00
38862,63,27,11,20,South,2021-09-05 00:00:00
36656,48,16,11,19,North,2024-11-23 00:00:00
35690,42,33,11,20,North,2023-02-03 00:00:00
35354,47,19,22,13,West,2020-04-22 00:00:00
28493,103,43,22,12,South,2020-01-21 00:00:00
16727,82,39,11,20,West,2021-03-11 00:00:00
17019,119,34,22,20,East,2024-02-02 00:00:00
16187,104,17,22,17,South,2021-11-16 00:00:00
27022,89,22,22,19,North,2024-04-27 00:00:00
36487,24,45,22,22,West,2023-03-10 00:00:00
15986,88,28,22,15,South,2023-05-04 00:00:00
26924,19,21,11,21,South,2023-10-20 00:00:00
29962,87,45,22,16,East,2024-10-01 00:00:00
23711,112,31,22,19,North,2023-12-17 00:00:00
36925,12,22,22,13,North,2023-05-08 00:00:00
19727,87,17,11,11,North,2021-10-06 00:00:00
21670,72,25,11,19,East,2023-01-04 00:00:00
42661,91,27,11,11,North,2020-07-02 00:00:00
18503,70,31,11,14,West,2022-08-14 00:00:00
31916,5,35,22,14,East,2020-07-09 00:00:00
30162,67,30,22,22,West,2022-05-05 00:00:00
21418,115,28,11,21,North,2022-07-07 00:00:00
40914,17,31,22,17,South,2023-01-28 00:00:00
40263,38,42,11,20,South,2024-12-30 00:00:00
31831,113,31,22,11,East,2021-01-10 00:00:00
33916,98,35,11,18,North,2022-10-26 00:00:00
23237,57,25,22,12,West,2022-01-27 00:00:00
42127,84,31,22,17,East,2020-01-25 00:00:00
23526,45,31,22,15,North,2022-12-22 00:00:00
20857,22,18,22,17,South,2020-06-19 00:00:00
32169,8,29,22,17,South,2021-06-05 00:00:00
20615,69,35,11,13,West,2024-08-03 00:00:00
44817,62,23,22,19,East,2021-08-11 00:00:00
27799,31,21,22,13,West,2022-06-27 00:00:00
18286,56,33,11,13,East,2024-05-01 00:00:00
23936,21,23,22,16,West,2022-01-30 00:00:00
40159,108,35,11,19,North,2023-06-16 00:00:00
19306,78,37,22,22,North,2023-08-27 00:00:00
38210,66,37,22,18,West,2023-10-20 00:00:00
25334,90,18,11,17,West,2022-01-22 00:00:00
42617,28,37,11,16,South,2024-07-23 00:00:00
33835,60,41,11,21,West,2023-06-23 00:00:00
18049,116,30,11,13,South,2024-10-11 00:00:00
20223,7,19,22,16,North,2023-07-16 00:00:00
27118,68,45,22,12,East,2021-08-25 00:00:00
34192,96,19,22,15,East,2021-12-14 00:00:00
42878,86,42,11,11,East,2024-10-06 00:00:00
25287,75,42,11,11,South,2022-06-30 00:00:00
33123,40,36,11,14,East,2022-02-19 00:00:00
21316,54,16,11,17,East,2023-10-14 00:00:00
16220,80,38,22,18,South,2023-01-07 00:00:00
31894,26,28,11,12,North,2021-04-08 00:00:00
37348,33,30,11,13,North,2024-12-02 00:00:00
30027,39,31,22,11,South,2023-07-31 00:00:00
28327,100,39,22,18,West,2021-06-14 00:00:00
43923,40,38,11,13,East,2023-06-11 00:00:00
18413,77,39,22,16,South,2022-12-03 00:00:00
32578,50,34,22,19,South,2024-05-17 00:00:00
25750,26,19,22,15,East,2022-02-25 00:00:00
44059,99,20,22,14,West,2022-01-28 00:00:00
39315,60,41,22,19,South,2024-02-05 00:00:00
34267,63,22,22,12,South,2024-12-28 00:00:00
32630,91,40,11,15,North,2021-10-08 00:00:00
25596,110,20,11,20,North,2020-08-22 00:00:00
35341,95,38,11,16,West,2020-12-13 00:00:00
19287,8,22,22,21,South,2021-12-13 00:00:00
44979,84,45,22,11,North,2023-05-02 00:00:00
25895,15,25,22,17,South,2024-12-12 00:00:00
44550,72,37,11,12,South,2021-02-01 00:00:00
35828,102,41,22,14,West,2020-07-17 00:00:00
32427,107,22,22,14,South,2024-01-24 00:00:00
15519,17,34,22,21,West,2021-04-14 00:00:00
34181,54,44,11,12,North,2022-08-04 00:00:00
33712,83,18,22,17,East,2023-01-24 00:00:00
25692,44,42,22,14,West,2024-07-11 00:00:00
19822,114,21,22,15,West,2023-05-17 00:00:00
23475,86,33,11,13,West,2022-05-07 00:00:00
27093,101,45,11,20,South,2021-03-15 00:00:00
29019,94,38,11,17,West,2021-03-13 00:00:00
35184,55,33,22,14,East,2022-06-03 00:00:00
35208,93,16,11,14,North,2024-01-12 00:00:00
36775,113,36,22,14,North,2022-03-05 00:00:00
28634,53,27,22,14,West,2021-07-22 00:00:00
36373,119,35,11,16,South,2022-02-09 00:00:00
19568,57,43,22,15,West,2023-06-23 00:00:00
25229,59,28,22,11,East,2022-02-08 00:00:00
19482,93,33,22,20,South,2022-06-19 00:00:00
25103,16,27,11,12,South,2024-11-23 00:00:00
22796,49,27,22,14,South,2022-02-17 00:00:00
19887,14,30,22,11,West,2023-11-17 00:00:00
22916,28,45,11,17,West,2021-09-18 00:00:00
27587,23,25,11,12,North,2024-09-27 00:00:00
36149,10,18,11,15,East,2024-10-03 00:00:00
21172,119,24,11,11,West,2022-12-21 00:00:00
35422,112,25,11,12,South,2022-07-15 00:00:00
40372,104,16,22,16,West,2021-06-21 00:00:00
29492,109,41,22,16,West,2021-03-12 00:00:00
23841,74,27,22,14,West,2022-04-20 00:00:00
40866,12,30,22,15,North,2023-10-26 00:00:00
25678,72,27,11,13,South,2022-09-27 00:00:00
22835,32,32,22,14,North,2021-09-14 00:00:00
43527,101,20,22,21,West,2024-06-17 00:00:00
39473,85,23,11,18,North,2022-02-27 00:00:00
43129,18,39,11,16,West,2023-10-20 00:00:00
38677,74,41,11,16,North,2022-08-13 00:00:00
41868,80,19,22,12,North,2024-06-24 00:00:00
24794,40,29,22,22,South,2020-06-09 00:00:00
19038,100,21,22,13,South,2022-12-30 00:00:00
33008,114,41,11,13,North,2021-04-25 00:00:00
21093,36,31,22,13,West,2024-05-24 00:00:00
16019,21,34,11,21,East,2024-05-16 00:00:00
33926,46,23,22,18,North,2023-09-30 00:00:00
19049,104,38,22,22,North,2020-07-31 00:00:00
44394,22,16,11,22,South,2022-08-05 00:00:00
32413,85,33,22,12,East,2021-08-04 00:00:00
39818,71,30,11,17,North,2024-09-12 00:00:00
26171,19,43,22,15,East,2023-11-24 00:00:00
37551,21,30,22,18,West,2023-09-25 00:00:00
32047,14,27,22,14,South,2023-11-26 00:00:00
44202,99,39,11,22,West,2024-02-23 00:00:00
32080,51,25,11,11,North,2024-08-23 00:00:00
16315,69,22,11,15,North,2021-04-08 00:00:00
36194,114,40,22,17,East,2021-10-18 00:00:00
20978,112,34,11,20,East,2023-03-10 00:00:00
30756,116,15,22,11,West,2024-11-16 00:00:00
18599,75,44,11,12,South,2023-02-24 00:00:00
44388,112,16,22,12,North,2021-08-11 00:00:00
31673,53,45,22,20,North,2020-08-08 00:00:00
19122,89,44,22,21,North,2020-04-10 00:00:00
18552,27,19,11,11,East,2022-10-23 00:00:00
27346,78,41,11,18,West,2022-03-01 00:00:00
38836,76,41,22,11,West,2021-09-12 00:00:00
26609,63,22,11,17,West,2020-07-23 00:00:00
40080,29,36,22,11,East,2023-07-15 00:00:00
32092,42,36,22,17,North,2022-05-28 00:00:00
27093,48,41,22,17,West,2022-10-23 00:00:00
21043,55,25,22,11,East,2022-04-12 00:00:00
19359,64,23,22,21,South,2020-01-21 00:00:00
35654,95,29,11,13,North,2023-05-20 00:00:00
21998,82,44,22,22,East,2023-11-28 00:00:00
34111,63,25,11,13,West,2024-12-17 00:00:00
41716,38,32,22,20,South,2022-07-30 00:00:00
33128,84,40,11,15,North,2020-12-25 00:00:00
29040,77,27,11,14,East,2022-04-03 00:00:00
22619,39,36,22,20,North,2022-05-17 00:00:00
26141,11,15,22,17,East,2024-11-28 00:00:00
31371,20,28,11,15,North,2024-01-27 00:00:00
37368,118,30,11,17,North,2024-01-25 00:00:00
26703,67,42,22,22,North,2024-11-05 00:00:00
40199,29,41,11,19,West,2020-01-19 00:00:00
42846,31,38,22,22,East,2023-12-16 00:00:00
37263,116,45,11,17,West,2022-07-23 00:00:00
37226,60,31,11,22,North,2020-04-29 00:00:00
40870,42,40,11,11,North,2021-01-28 00:00:00
38667,92,36,22,16,South,2023-07-17 00:00:00
23753,89,24,22,19,East,2022-09-16 00:00:00
33542,88,26,22,12,West,2022-11-26 00:00:00
16168,114,24,11,11,South,2022-07-22 00:00:00
41433,37,16,22,18,South,2023-09-08 00:00:00
38228,49,37,11,18,North,2023-07-19 00:00:00
28215,42,27,22,16,South,2022-10-06 00:00:00
21694,98,41,22,12,North,2023-07-21 00:00:00
24099,6,22,11,11,South,2020-06-29 00:00:00
36418,87,18,22,14,West,2022-02-01 00:00:00
42995,107,39,11,17,West,2021-03-10 00:00:00
32734,17,16,11,20,West,2023-08-15 00:00:00
37320,43,38,11,15,North,2023-09-17 00:00:00
28152,54,44,22,15,North,2024-11-10 00:00:00
15380,40,26,22,16,East,2021-10-28 00:00:00
32726,56,33,11,18,South,2020-04-25 00:00:00
23112,37,24,22,17,East,2023-02-19 00:00:00
29769,119,31,22,18,West,2024-12-11 00:00:00
21202,55,45,22,15,East,2023-12-04 00:00:00
21382,32,17,11,15,South,2020-02-21 00:00:00
25353,76,37,11,17,East,2023-03-08 00:00:00
30559,96,16,11,13,East,2022-05-24 00:00:00
25947,52,37,22,13,East,2020-12-11 00:00:00
32770,27,42,22,15,South,2024-01-10 00:00:00
17050,111,39,11,12,West,2022-02-26 00:00:00
38628,58,35,22,19,North,2023-06-01 00:00:00
23902,57,23,11,16,East,2023-06-30 00:00:00
24839,21,15,11,12,West,2021-05-03 00:00:00
19415,59,26,11,13,East,2020-05-14 00:00:00
40893,95,39,11,16,South,2024-06-21 00:00:00
43409,41,42,22,21,East,2020-11-03 00:00:00
21910,46,40,11,16,South,2022-09-07 00:00:00
32473,14,36,22,21,East,2024-05-03 00:00:00
29582,38,36,22,14,South,2023-12-23 00:00:00
20686,13,19,11,13,North,2020-02-28 00:00:00
42646,45,26,11,16,South,2020-11-26 00:00:00
24358,39,22,22,14,South,2024-01-04 00:00:00
25251,94,36,11,14,West,2022-01-28 00:00:00
28447,118,26,11,15,South,2021-10-18 00:00:00
37245,101,35,11,19,South,2023-07-23 00:00:00
40368,65,32,22,17,West,2021-02-19 00:00:00
18065,62,20,11,12,West,2021-06-11 00:00:00
34807,20,40,11,13,East,2020-11-21 00:00:00
40686,29,22,22,20,North,2021-09-26 00:00:00
44537,12,32,11,11,South,2021-02-09 00:00:00
34388,83,43,11,17,South,2023-04-13 00:00:00
20628,45,36,11,22,North,2020-11-12 00:00:00
17239,117,33,11,21,South,2024-02-20 00:00:00
28922,111,15,11,15,East,2022-10-19 00:00:00
17265,54,37,11,13,East,2023-06-21 00:00:00
17630,24,36,11,15,South,2021-01-04 00:00:00
32100,52,21,11,18,South,2023-12-17 00:00:00
33604,62,29,11,21,South,2022-01-29 00:00:00
27136,21,30,22,18,South,2021-11-15 00:00:00
17612,28,39,11,12,East,2023-12-05 00:00:00
35729,113,23,22,16,West,2024-03-27 00:00:00
31139,42,45,22,13,East,2023-02-08 00:00:00
25808,56,27,11,14,East,2023-03-15 00:00:00
36977,103,37,22,21,North,2023-06-16 00:00:00
37927,60,24,11,15,East,2022-06-01 00:00:00
17463,91,17,11,13,North,2024-02-13 00:00:00
29567,65,30,22,14,West,2022-10-08 00:00:00
39260,114,40,22,19,South,2022-01-13 00:00:00
26230,26,19,22,17,South,2020-07-03 00:00:00
18792,13,31,22,18,South,2023-10-24 00:00:00
28177,96,42,22,18,South,2023-03-15 00:00:00
21837,75,32,11,18,East,2024-10-28 00:00:00
41297,112,45,22,16,North,2020-07-30 00:00:00
40769,87,16,22,12,East,2021-04-29 00:00:00
18588,54,25,11,14,North,2022-10-13 00:00:00
41926,76,39,22,13,West,2022-07-14 00:00:00
23208,5,18,22,16,West,2022-01-12 00:00:00
16510,100,29,11,12,South,2021-01-04 00:00:00
40847,100,36,11,15,South,2021-08-21 00:00:00
26129,19,22,22,19,South,2024-08-11 00:00:00
37716,12,25,22,14,North,2020-12-09 00:00:00
26107,93,39,22,16,West,2023-04-28 00:00:00
33982,67,32,11,16,East,2021-08-29 00:00:00
29293,45,36,11,11,South,2023-07-12 00:00:00
43701,83,39,22,12,East,2022-06-14 00:00:00
35854,91,37,22,15,South,2022-01-31 00:00:00
21135,92,21,22,17,North,2022-12-15 00:00:00
24315,81,38,22,12,South,2024-11-14 00:00:00
25089,23,42,22,14,West,2022-09-15 00:00:00
36804,51,34,22,20,West,2022-01-07 00:00:00
28226,95,43,11,15,West,2023-05-14 00:00:00
21152,56,29,11,21,East,2020-11-08 00:00:00
40423,68,26,11,20,West,2020-01-20 00:00:00
44305,38,21,22,18,West,2022-11-20 00:00:00
16265,7,44,22,21,South,2021-06-18 00:00:00
28542,73,21,11,21,South,2021-05-18 00:00:00
44499,79,20,11,13,West,2022-09-28 00:00:00
34904,84,37,22,12,East,2021-04-28 00:00:00
34857,118,24,22,18,North,2024-05-07 00:00:00
15108,83,18,22,12,North,2023-08-18 00:00:00
16508,100,27,22,20,North,2022-01-13 00:00:00
37119,92,26,11,15,West,2021-04-30 00:00:00
37149,100,43,11,22,West,2023-10-15 00:00:00
30319,114,33,22,19,West,2020-12-17 00:00:00
28952,36,36,11,16,West,2021-09-14 00:00:00
41224,16,18,22,18,East,2021-12-29 00:00:00
26079,62,26,11,15,West,2020-07-19 00:00:00
35441,76,32,11,16,West,2021-09-08 00:00:00
18447,61,24,22,17,East,2020-05-02 00:00:00
16227,33,18,11,19,South,2024-10-30 00:00:00
34362,117,17,11,18,South,2022-06-15 00:00:00
37892,40,18,11,12,South,2022-12-17 00:00:00
26068,89,35,22,11,West,2022-05-29 00:00:00
39458,99,17,22,13,North,2024-10-24 00:00:00
42199,32,34,22,12,North,2022-08-28 00:00:00
27795,28,18,22,17,South,2023-03-08 00:00:00
19973,9,35,11,19,West,2024-07-20 00:00:00
37909,98,39,22,17,West,2024-01-06 00:00:00
36156,91,45,22,15,West,2023-11-29 00:00:00
44328,63,31,11,14,North,2021-04-17 00:00:00
15231,37,38,11,11,West,2024-02-15 00:00:00
37985,83,27,11,13,East,2024-10-26 00:00:00
21945,28,26,22,11,North,2023-04-19 00:00:00
37796,88,37,22,22,North,2023-10-08 00:00:00
20713,95,18,11,18,South,2024-07-09 00:00:00
32269,71,37,22,11,North,2023-07-24 00:00:00
15162,33,22,11,12,South,2023-11-07 00:00:00
24126,93,19,11,13,North,2020-01-19 00:00:00
41730,71,28,22,12,North,2021-11-21 00:00:00
42913,86,19,11,18,South,2022-04-18 00:00:00
21912,88,44,22,16,North,2023-01-15 00:00:00
27869,84,44,11,18,North,2024-02-25 00:00:00
38786,93,33,22,11,North,2022-05-08 00:00:00
21440,80,17,22,21,West,2021-04-04 00:00:00
43242,61,38,11,16,South,2024-08-13 00:00:00
18623,94,36,11,22,East,2023-02-21 00:00:00
17907,53,42,22,22,West,2021-06-17 00:00:00
22643,49,37,11,14,North,2023-12-18 00:00:00
18936,34,16,22,21,East,2022-11-18 00:00:00
27945,44,21,22,15,East,2024-02-07 00:00:00
34632,28,43,11,18,East,2024-05-18 00:00:00
43755,47,41,22,15,South,2022-12-11 00:00:00
37979,113,26,11,12,West,2024-03-06 00:00:00
18959,14,20,22,12,East,2024-10-25 00:00:00
20852,18,38,22,16,East,2020-09-30 00:00:00
25125,7,20,22,21,West,2023-03-23 00:00:00
32758,56,15,11,21,South,2021-01-03 00:00:00
19064,19,36,22,17,East,2022-12-18 00:00:00
21276,29,43,22,17,North,2022-12-16 00:00:00
40787,60,22,22,11,East,2024-05-14 00:00:00
28387,33,15,11,11,South,2024-09-02 00:00:00
31831,18,18,11,21,East,2024-10-14 00:00:00
33401,65,43,22,22,South,2023-11-29 00:00:00
35457,105,15,22,22,North,2023-02-03 00:00:00
29010,67,18,11,17,East,2023-08-30 00:00:00
41209,51,25,22,18,East,2020-08-17 00:00:00
38876,27,16,11,14,East,2021-05-26 00:00:00
24291,73,16,11,11,South,2020-04-20 00:00:00
43822,81,40,11,14,North,2021-07-02 00:00:00
42340,14,24,11,16,West,2022-03-22 00:00:00
37925,96,19,11,12,North,2020-04-12 00:00:00
29524,52,40,22,15,South,2022-10-14 00:00:00
23338,46,17,22,16,South,2022-02-19 00:00:00
16940,69,45,22,14,West,2020-11-05 00:00:00
24306,27,40,11,21,West,2024-10-06 00:00:00
26994,40,36,11,11,West,2021-09-19 00:00:00
15478,57,36,22,18,East,2024-09-24 00:00:00
27859,77,35,22,11,South,2022-10-24 00:00:00
17012,65,30,22,14,West,2021-12-07 00:00:00
39794,91,45,22,20,South,2020-07-26 00:00:00
26271,95,18,22,19,South,2022-09-22 00:00:00
36286,31,15,22,11,West,2021-07-08 00:00:00
23703,61,29,22,18,North,2020-08-06 00:00:00
42546,87,23,22,20,South,2024-08-13 00:00:00
35553,73,37,11,11,East,2020-05-08 00:00:00
39910,36,23,22,19,South,2022-01-22 00:00:00
44470,108,34,11,20,West,2020-09-05 00:00:00
44025,61,32,11,19,South,2023-09-14 00:00:00
29378,33,32,11,16,West,2023-06-28 00:00:00
38592,14,18,11,15,West,2023-01-13 00:00:00
24144,10,17,11,21,North,2023-10-07 00:00:00
35300,11,22,11,15,North,2020-09-15 00:00:00
